liga,temporada,equipo,sector,passes,avg_dist,completion
Portugal_Primeira_Liga,2025-2026,FC Alverca,2,828,18.98,77.8
Portugal_Primeira_Liga,2025-2026,FC Alverca,3,835,18.78,82.0
Portugal_Primeira_Liga,2025-2026,FC Alverca,4,738,17.45,90.0
Portugal_Primeira_Liga,2025-2026,FC Alverca,5,590,15.07,94.2
Portugal_Primeira_Liga,2025-2026,FC Alverca,6,456,15.17,96.3
Portugal_Primeira_Liga,2025-2026,FC Alverca,7,489,13.9,95.3
Portugal_Primeira_Liga,2025-2026,FC Alverca,8,472,14.56,96.6
Portugal_Primeira_Liga,2025-2026,FC Alverca,9,455,14.47,96.3
Portugal_Primeira_Liga,2025-2026,FC Alverca,10,578,15.38,95.0
Portugal_Primeira_Liga,2025-2026,FC Alverca,11,770,15.49,93.0
Portugal_Primeira_Liga,2025-2026,FC Alverca,12,938,17.17,86.5
Portugal_Primeira_Liga,2025-2026,FC Alverca,13,889,18.37,82.5
Portugal_Primeira_Liga,2025-2026,FC Alverca,14,811,20.89,69.8
Portugal_Primeira_Liga,2025-2026,FC Alverca,15,1215,25.54,55.7
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,0,1407,18.5,68.6
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,1,1320,17.46,78.7
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,2,1446,17.06,86.7
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,3,1393,16.29,88.1
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,4,1264,15.44,93.4
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,5,894,14.16,95.4
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,6,767,14.51,96.9
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,7,664,13.16,96.1
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,8,683,12.89,95.6
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,9,715,13.89,96.8
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,10,847,14.3,94.6
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,11,1211,15.65,91.1
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,12,1516,16.65,89.0
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,13,1552,18.01,88.1
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,14,1386,18.01,82.8
Portugal_Primeira_Liga,2025-2026,Sporting Clube de Portugal,15,1300,19.01,65.7
Portugal_Primeira_Liga,2025-2026,SL Benfica,0,1324,19.36,63.6
Portugal_Primeira_Liga,2025-2026,SL Benfica,1,1171,17.2,77.1
Portugal_Primeira_Liga,2025-2026,SL Benfica,2,1389,17.23,84.8
Portugal_Primeira_Liga,2025-2026,SL Benfica,3,1272,17.68,85.8
Portugal_Primeira_Liga,2025-2026,SL Benfica,4,1092,16.88,90.5
Portugal_Primeira_Liga,2025-2026,SL Benfica,5,790,15.17,94.8
Portugal_Primeira_Liga,2025-2026,SL Benfica,6,631,14.4,96.4
Portugal_Primeira_Liga,2025-2026,SL Benfica,7,523,13.08,94.8
Portugal_Primeira_Liga,2025-2026,SL Benfica,8,520,12.6,92.7
Portugal_Primeira_Liga,2025-2026,SL Benfica,9,614,13.68,94.0
Portugal_Primeira_Liga,2025-2026,SL Benfica,10,841,14.12,95.0
Portugal_Primeira_Liga,2025-2026,SL Benfica,11,979,16.45,91.0
Portugal_Primeira_Liga,2025-2026,SL Benfica,12,1352,17.47,85.7
Portugal_Primeira_Liga,2025-2026,SL Benfica,13,1336,17.95,85.1
Portugal_Primeira_Liga,2025-2026,SL Benfica,14,1091,18.21,75.5
Portugal_Primeira_Liga,2025-2026,SL Benfica,15,1218,20.03,62.2
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,0,1276,20.52,58.8
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,1,1012,18.98,72.2
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,2,1021,17.97,80.4
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,3,935,17.77,84.0
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,4,812,16.4,89.7
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,5,654,16.19,94.0
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,6,511,15.71,95.5
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,7,513,14.37,94.9
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,8,504,13.36,95.2
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,9,500,14.69,97.0
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,10,538,14.89,94.2
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,11,690,16.55,86.5
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,12,977,18.03,83.2
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,13,1028,18.74,77.9
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,14,1025,20.11,71.1
Portugal_Primeira_Liga,2025-2026,Vitória SC Guimarães,15,1264,21.4,60.8
Italy_Serie_A,2025-2026,Juventus FC,0,1531,20.46,66.2
Italy_Serie_A,2025-2026,Juventus FC,1,1320,17.86,76.8
Italy_Serie_A,2025-2026,Juventus FC,2,1514,17.74,80.4
Italy_Serie_A,2025-2026,Juventus FC,3,1628,17.73,88.5
Italy_Serie_A,2025-2026,Juventus FC,4,1328,16.68,91.4
Italy_Serie_A,2025-2026,Juventus FC,5,926,14.9,94.9
Italy_Serie_A,2025-2026,Juventus FC,6,805,14.56,96.5
Italy_Serie_A,2025-2026,Juventus FC,7,610,12.97,94.6
Italy_Serie_A,2025-2026,Juventus FC,8,658,13.13,95.7
Italy_Serie_A,2025-2026,Juventus FC,9,795,14.19,96.1
Italy_Serie_A,2025-2026,Juventus FC,10,1010,14.93,94.8
Italy_Serie_A,2025-2026,Juventus FC,11,1314,16.67,91.2
Italy_Serie_A,2025-2026,Juventus FC,12,1613,18.22,89.3
Italy_Serie_A,2025-2026,Juventus FC,13,1617,18.57,84.4
Italy_Serie_A,2025-2026,Juventus FC,14,1329,16.6,78.3
Italy_Serie_A,2025-2026,Juventus FC,15,1400,19.85,67.4
Italy_Serie_A,2025-2026,US Cremonese,0,1382,23.77,53.8
Italy_Serie_A,2025-2026,US Cremonese,1,999,19.12,68.4
Italy_Serie_A,2025-2026,US Cremonese,2,1051,18.35,79.3
Italy_Serie_A,2025-2026,US Cremonese,3,1040,17.6,83.3
Italy_Serie_A,2025-2026,US Cremonese,4,765,16.52,88.4
Italy_Serie_A,2025-2026,US Cremonese,5,621,15.72,96.3
Italy_Serie_A,2025-2026,US Cremonese,6,517,15.63,96.3
Italy_Serie_A,2025-2026,US Cremonese,7,460,14.8,97.2
Italy_Serie_A,2025-2026,US Cremonese,8,527,14.75,95.3
Italy_Serie_A,2025-2026,US Cremonese,9,581,15.75,96.7
Italy_Serie_A,2025-2026,US Cremonese,10,627,15.26,96.2
Italy_Serie_A,2025-2026,US Cremonese,11,793,16.47,89.8
Italy_Serie_A,2025-2026,US Cremonese,12,1085,17.28,84.7
Italy_Serie_A,2025-2026,US Cremonese,13,1062,18.41,80.5
Italy_Serie_A,2025-2026,US Cremonese,14,1001,20.99,63.1
Italy_Serie_A,2025-2026,US Cremonese,15,1409,24.07,52.9
Italy_Serie_A,2025-2026,ACF Fiorentina,0,1286,23.16,59.3
Italy_Serie_A,2025-2026,ACF Fiorentina,1,1014,20.42,71.4
Italy_Serie_A,2025-2026,ACF Fiorentina,2,1277,18.42,81.7
Italy_Serie_A,2025-2026,ACF Fiorentina,3,1301,17.41,87.2
Italy_Serie_A,2025-2026,ACF Fiorentina,4,1033,16.71,92.2
Italy_Serie_A,2025-2026,ACF Fiorentina,5,741,16.32,96.8
Italy_Serie_A,2025-2026,ACF Fiorentina,6,594,15.82,97.3
Italy_Serie_A,2025-2026,ACF Fiorentina,7,471,13.91,94.9
Italy_Serie_A,2025-2026,ACF Fiorentina,8,500,14.17,93.6
Italy_Serie_A,2025-2026,ACF Fiorentina,9,606,15.61,96.7
Italy_Serie_A,2025-2026,ACF Fiorentina,10,765,15.3,96.2
Italy_Serie_A,2025-2026,ACF Fiorentina,11,1015,15.81,92.0
Italy_Serie_A,2025-2026,ACF Fiorentina,12,1320,17.95,87.8
Italy_Serie_A,2025-2026,ACF Fiorentina,13,1291,17.98,84.7
Italy_Serie_A,2025-2026,ACF Fiorentina,14,1065,18.99,72.9
Italy_Serie_A,2025-2026,ACF Fiorentina,15,1217,22.86,58.8
Italy_Serie_A,2025-2026,US Lecce,0,1285,23.63,50.2
Italy_Serie_A,2025-2026,US Lecce,1,812,18.44,63.4
Italy_Serie_A,2025-2026,US Lecce,2,808,17.6,77.0
Italy_Serie_A,2025-2026,US Lecce,3,868,18.63,83.3
Italy_Serie_A,2025-2026,US Lecce,4,689,17.39,86.6
Italy_Serie_A,2025-2026,US Lecce,5,447,16.05,92.2
Italy_Serie_A,2025-2026,US Lecce,6,417,15.33,95.2
Italy_Serie_A,2025-2026,US Lecce,7,377,14.06,93.1
Italy_Serie_A,2025-2026,US Lecce,8,392,14.95,93.4
Italy_Serie_A,2025-2026,US Lecce,9,382,15.69,92.7
Italy_Serie_A,2025-2026,US Lecce,10,474,15.24,92.0
Italy_Serie_A,2025-2026,US Lecce,11,605,17.68,88.4
Italy_Serie_A,2025-2026,US Lecce,12,799,18.4,84.7
Italy_Serie_A,2025-2026,US Lecce,13,756,18.7,75.5
Italy_Serie_A,2025-2026,US Lecce,14,859,20.88,63.0
Italy_Serie_A,2025-2026,US Lecce,15,1403,27.59,46.2
Italy_Serie_A,2025-2026,SS Lazio,0,1717,18.33,69.5
Italy_Serie_A,2025-2026,SS Lazio,1,1329,16.59,79.8
Italy_Serie_A,2025-2026,SS Lazio,2,1288,16.73,88.3
Italy_Serie_A,2025-2026,SS Lazio,3,1347,17.83,90.5
Italy_Serie_A,2025-2026,SS Lazio,4,986,15.83,91.2
Italy_Serie_A,2025-2026,SS Lazio,5,876,14.94,96.2
Italy_Serie_A,2025-2026,SS Lazio,6,801,15.74,96.4
Italy_Serie_A,2025-2026,SS Lazio,7,688,13.51,96.5
Italy_Serie_A,2025-2026,SS Lazio,8,737,13.47,96.3
Italy_Serie_A,2025-2026,SS Lazio,9,778,14.99,97.6
Italy_Serie_A,2025-2026,SS Lazio,10,822,14.81,94.8
Italy_Serie_A,2025-2026,SS Lazio,11,1060,15.77,90.5
Italy_Serie_A,2025-2026,SS Lazio,12,1303,18.42,88.6
Italy_Serie_A,2025-2026,SS Lazio,13,1235,17.23,86.6
Italy_Serie_A,2025-2026,SS Lazio,14,1229,17.54,75.5
Italy_Serie_A,2025-2026,SS Lazio,15,1556,19.29,68.4
Italy_Serie_A,2025-2026,Cagliari Calcio,0,1360,23.18,55.7
Italy_Serie_A,2025-2026,Cagliari Calcio,1,926,18.6,68.4
Italy_Serie_A,2025-2026,Cagliari Calcio,2,975,17.5,80.7
Italy_Serie_A,2025-2026,Cagliari Calcio,3,1099,17.09,87.7
Italy_Serie_A,2025-2026,Cagliari Calcio,4,871,15.98,91.2
Italy_Serie_A,2025-2026,Cagliari Calcio,5,612,15.34,95.1
Italy_Serie_A,2025-2026,Cagliari Calcio,6,471,14.98,96.6
Italy_Serie_A,2025-2026,Cagliari Calcio,7,429,13.84,94.2
Italy_Serie_A,2025-2026,Cagliari Calcio,8,437,13.59,94.1
Italy_Serie_A,2025-2026,Cagliari Calcio,9,420,14.51,95.5
Italy_Serie_A,2025-2026,Cagliari Calcio,10,584,14.94,94.5
Italy_Serie_A,2025-2026,Cagliari Calcio,11,932,16.49,93.3
Italy_Serie_A,2025-2026,Cagliari Calcio,12,1181,17.23,87.6
Italy_Serie_A,2025-2026,Cagliari Calcio,13,1077,17.19,81.4
Italy_Serie_A,2025-2026,Cagliari Calcio,14,951,19.4,68.7
Italy_Serie_A,2025-2026,Cagliari Calcio,15,1342,21.61,58.2
Italy_Serie_A,2025-2026,AS Roma,0,1626,20.47,58.5
Italy_Serie_A,2025-2026,AS Roma,1,1224,17.14,74.8
Italy_Serie_A,2025-2026,AS Roma,2,1477,17.61,84.6
Italy_Serie_A,2025-2026,AS Roma,3,1522,18.86,88.2
Italy_Serie_A,2025-2026,AS Roma,4,1079,17.32,90.1
Italy_Serie_A,2025-2026,AS Roma,5,798,14.9,96.1
Italy_Serie_A,2025-2026,AS Roma,6,647,15.22,97.5
Italy_Serie_A,2025-2026,AS Roma,7,525,13.71,95.4
Italy_Serie_A,2025-2026,AS Roma,8,567,13.98,95.1
Italy_Serie_A,2025-2026,AS Roma,9,671,14.98,95.8
Italy_Serie_A,2025-2026,AS Roma,10,826,15.12,93.2
Italy_Serie_A,2025-2026,AS Roma,11,1056,16.53,91.4
Italy_Serie_A,2025-2026,AS Roma,12,1545,18.19,88.2
Italy_Serie_A,2025-2026,AS Roma,13,1581,17.14,85.2
Italy_Serie_A,2025-2026,AS Roma,14,1227,17.49,74.6
Italy_Serie_A,2025-2026,AS Roma,15,1439,20.04,60.0
Italy_Serie_A,2025-2026,AC Milan,0,1376,19.56,65.3
Italy_Serie_A,2025-2026,AC Milan,1,1294,18.29,75.7
Italy_Serie_A,2025-2026,AC Milan,2,1505,17.84,86.0
Italy_Serie_A,2025-2026,AC Milan,3,1582,18.22,89.8
Italy_Serie_A,2025-2026,AC Milan,4,1174,17.25,94.0
Italy_Serie_A,2025-2026,AC Milan,5,888,15.95,96.6
Italy_Serie_A,2025-2026,AC Milan,6,662,15.18,97.6
Italy_Serie_A,2025-2026,AC Milan,7,605,13.33,96.0
Italy_Serie_A,2025-2026,AC Milan,8,600,13.2,95.8
Italy_Serie_A,2025-2026,AC Milan,9,695,14.3,97.8
Italy_Serie_A,2025-2026,AC Milan,10,922,15.27,95.9
Italy_Serie_A,2025-2026,AC Milan,11,1146,17.13,94.0
Italy_Serie_A,2025-2026,AC Milan,12,1568,19.06,89.7
Italy_Serie_A,2025-2026,AC Milan,13,1449,18.91,85.3
Italy_Serie_A,2025-2026,AC Milan,14,1116,18.02,79.6
Italy_Serie_A,2025-2026,AC Milan,15,1235,19.29,67.1
Italy_Serie_A,2025-2026,Calcio Como 1907,0,1516,20.09,64.6
Italy_Serie_A,2025-2026,Calcio Como 1907,1,1248,17.55,77.2
Italy_Serie_A,2025-2026,Calcio Como 1907,2,1639,17.21,87.7
Italy_Serie_A,2025-2026,Calcio Como 1907,3,1676,17.35,90.5
Italy_Serie_A,2025-2026,Calcio Como 1907,4,1298,15.94,92.4
Italy_Serie_A,2025-2026,Calcio Como 1907,5,963,14.76,95.3
Italy_Serie_A,2025-2026,Calcio Como 1907,6,751,15.29,97.2
Italy_Serie_A,2025-2026,Calcio Como 1907,7,606,12.71,94.4
Italy_Serie_A,2025-2026,Calcio Como 1907,8,639,12.75,95.6
Italy_Serie_A,2025-2026,Calcio Como 1907,9,719,14.28,97.2
Italy_Serie_A,2025-2026,Calcio Como 1907,10,1027,14.87,96.1
Italy_Serie_A,2025-2026,Calcio Como 1907,11,1280,15.88,93.0
Italy_Serie_A,2025-2026,Calcio Como 1907,12,1712,16.95,90.4
Italy_Serie_A,2025-2026,Calcio Como 1907,13,1578,17.26,85.8
Italy_Serie_A,2025-2026,Calcio Como 1907,14,1269,17.69,79.4
Italy_Serie_A,2025-2026,Calcio Como 1907,15,1446,19.46,66.9
Italy_Serie_A,2025-2026,SSC Napoli,0,1534,20.57,62.8
Italy_Serie_A,2025-2026,SSC Napoli,1,1351,16.32,76.9
Italy_Serie_A,2025-2026,SSC Napoli,2,1681,16.12,86.9
Italy_Serie_A,2025-2026,SSC Napoli,3,1781,16.84,89.4
Italy_Serie_A,2025-2026,SSC Napoli,4,1412,15.83,92.4
Italy_Serie_A,2025-2026,SSC Napoli,5,1029,14.85,95.3
Italy_Serie_A,2025-2026,SSC Napoli,6,793,14.58,96.6
Italy_Serie_A,2025-2026,SSC Napoli,7,626,13.89,96.6
Italy_Serie_A,2025-2026,SSC Napoli,8,690,14.1,95.1
Italy_Serie_A,2025-2026,SSC Napoli,9,845,14.79,95.6
Italy_Serie_A,2025-2026,SSC Napoli,10,990,14.94,96.0
Italy_Serie_A,2025-2026,SSC Napoli,11,1329,15.73,91.4
Italy_Serie_A,2025-2026,SSC Napoli,12,1771,17.09,90.7
Italy_Serie_A,2025-2026,SSC Napoli,13,1728,16.78,87.6
Italy_Serie_A,2025-2026,SSC Napoli,14,1277,16.14,80.5
Italy_Serie_A,2025-2026,SSC Napoli,15,1430,20.16,62.7
Italy_Serie_A,2025-2026,Parma Calcio 1913,0,1270,24.16,52.0
Italy_Serie_A,2025-2026,Parma Calcio 1913,1,873,19.86,70.0
Italy_Serie_A,2025-2026,Parma Calcio 1913,2,983,18.68,79.7
Italy_Serie_A,2025-2026,Parma Calcio 1913,3,949,18.06,87.6
Italy_Serie_A,2025-2026,Parma Calcio 1913,4,867,16.77,92.2
Italy_Serie_A,2025-2026,Parma Calcio 1913,5,635,15.81,95.9
Italy_Serie_A,2025-2026,Parma Calcio 1913,6,493,16.13,94.5
Italy_Serie_A,2025-2026,Parma Calcio 1913,7,444,14.47,95.5
Italy_Serie_A,2025-2026,Parma Calcio 1913,8,386,14.39,95.1
Italy_Serie_A,2025-2026,Parma Calcio 1913,9,446,15.42,96.4
Italy_Serie_A,2025-2026,Parma Calcio 1913,10,581,15.19,94.5
Italy_Serie_A,2025-2026,Parma Calcio 1913,11,804,16.88,88.6
Italy_Serie_A,2025-2026,Parma Calcio 1913,12,1168,17.32,86.7
Italy_Serie_A,2025-2026,Parma Calcio 1913,13,1081,17.53,80.1
Italy_Serie_A,2025-2026,Parma Calcio 1913,14,894,18.41,74.3
Italy_Serie_A,2025-2026,Parma Calcio 1913,15,1189,22.74,53.5
Italy_Serie_A,2025-2026,Bologna FC 1909,0,1346,22.53,56.4
Italy_Serie_A,2025-2026,Bologna FC 1909,1,1167,19.64,71.6
Italy_Serie_A,2025-2026,Bologna FC 1909,2,1306,19.22,82.1
Italy_Serie_A,2025-2026,Bologna FC 1909,3,1267,20.04,88.2
Italy_Serie_A,2025-2026,Bologna FC 1909,4,916,17.32,88.4
Italy_Serie_A,2025-2026,Bologna FC 1909,5,739,17.01,95.1
Italy_Serie_A,2025-2026,Bologna FC 1909,6,598,16.68,95.8
Italy_Serie_A,2025-2026,Bologna FC 1909,7,517,15.06,94.4
Italy_Serie_A,2025-2026,Bologna FC 1909,8,609,14.73,95.7
Italy_Serie_A,2025-2026,Bologna FC 1909,9,695,16.64,97.8
Italy_Serie_A,2025-2026,Bologna FC 1909,10,797,16.7,97.1
Italy_Serie_A,2025-2026,Bologna FC 1909,11,868,18.33,91.5
Italy_Serie_A,2025-2026,Bologna FC 1909,12,1202,19.88,86.1
Italy_Serie_A,2025-2026,Bologna FC 1909,13,1237,19.85,83.0
Italy_Serie_A,2025-2026,Bologna FC 1909,14,1122,21.02,73.1
Italy_Serie_A,2025-2026,Bologna FC 1909,15,1418,23.28,57.1
Italy_Serie_A,2025-2026,Genoa CFC,0,1339,23.11,54.6
Italy_Serie_A,2025-2026,Genoa CFC,1,953,19.44,66.3
Italy_Serie_A,2025-2026,Genoa CFC,2,1040,17.71,80.3
Italy_Serie_A,2025-2026,Genoa CFC,3,1170,17.44,87.2
Italy_Serie_A,2025-2026,Genoa CFC,4,862,16.07,90.8
Italy_Serie_A,2025-2026,Genoa CFC,5,654,16.23,95.9
Italy_Serie_A,2025-2026,Genoa CFC,6,483,15.3,94.2
Italy_Serie_A,2025-2026,Genoa CFC,7,469,14.06,94.2
Italy_Serie_A,2025-2026,Genoa CFC,8,444,14.27,94.8
Italy_Serie_A,2025-2026,Genoa CFC,9,519,16.89,96.7
Italy_Serie_A,2025-2026,Genoa CFC,10,709,16.36,95.3
Italy_Serie_A,2025-2026,Genoa CFC,11,854,17.17,90.4
Italy_Serie_A,2025-2026,Genoa CFC,12,1092,17.43,85.5
Italy_Serie_A,2025-2026,Genoa CFC,13,1004,17.51,79.5
Italy_Serie_A,2025-2026,Genoa CFC,14,974,18.73,67.0
Italy_Serie_A,2025-2026,Genoa CFC,15,1336,23.02,56.0
Italy_Serie_A,2025-2026,US Sassuolo Calcio,0,1294,22.21,60.7
Italy_Serie_A,2025-2026,US Sassuolo Calcio,1,1015,19.16,73.2
Italy_Serie_A,2025-2026,US Sassuolo Calcio,2,1117,17.24,84.8
Italy_Serie_A,2025-2026,US Sassuolo Calcio,3,1157,17.02,88.7
Italy_Serie_A,2025-2026,US Sassuolo Calcio,4,887,15.46,92.3
Italy_Serie_A,2025-2026,US Sassuolo Calcio,5,673,15.07,96.0
Italy_Serie_A,2025-2026,US Sassuolo Calcio,6,483,14.77,94.6
Italy_Serie_A,2025-2026,US Sassuolo Calcio,7,466,13.02,94.4
Italy_Serie_A,2025-2026,US Sassuolo Calcio,8,536,13.0,95.1
Italy_Serie_A,2025-2026,US Sassuolo Calcio,9,589,14.48,96.1
Italy_Serie_A,2025-2026,US Sassuolo Calcio,10,653,13.81,94.6
Italy_Serie_A,2025-2026,US Sassuolo Calcio,11,850,16.29,91.1
Italy_Serie_A,2025-2026,US Sassuolo Calcio,12,1145,17.49,87.9
Italy_Serie_A,2025-2026,US Sassuolo Calcio,13,1024,17.08,83.8
Italy_Serie_A,2025-2026,US Sassuolo Calcio,14,872,17.69,74.7
Italy_Serie_A,2025-2026,US Sassuolo Calcio,15,1159,21.72,59.9
Italy_Serie_A,2025-2026,Pisa Sporting Club,0,1246,22.85,49.9
Italy_Serie_A,2025-2026,Pisa Sporting Club,1,890,19.38,63.4
Italy_Serie_A,2025-2026,Pisa Sporting Club,2,946,18.12,76.3
Italy_Serie_A,2025-2026,Pisa Sporting Club,3,859,17.78,81.4
Italy_Serie_A,2025-2026,Pisa Sporting Club,4,674,16.28,86.9
Italy_Serie_A,2025-2026,Pisa Sporting Club,5,490,15.64,94.7
Italy_Serie_A,2025-2026,Pisa Sporting Club,6,432,16.2,94.9
Italy_Serie_A,2025-2026,Pisa Sporting Club,7,362,14.25,96.7
Italy_Serie_A,2025-2026,Pisa Sporting Club,8,362,14.26,95.9
Italy_Serie_A,2025-2026,Pisa Sporting Club,9,420,15.85,97.9
Italy_Serie_A,2025-2026,Pisa Sporting Club,10,494,14.86,94.5
Italy_Serie_A,2025-2026,Pisa Sporting Club,11,602,15.37,89.0
Italy_Serie_A,2025-2026,Pisa Sporting Club,12,820,17.98,84.0
Italy_Serie_A,2025-2026,Pisa Sporting Club,13,893,18.47,75.7
Italy_Serie_A,2025-2026,Pisa Sporting Club,14,883,21.45,65.5
Italy_Serie_A,2025-2026,Pisa Sporting Club,15,1310,25.08,50.8
Italy_Serie_A,2025-2026,Torino FC,0,1330,23.89,53.8
Italy_Serie_A,2025-2026,Torino FC,1,927,19.22,66.5
Italy_Serie_A,2025-2026,Torino FC,2,1041,18.94,78.5
Italy_Serie_A,2025-2026,Torino FC,3,999,18.12,85.5
Italy_Serie_A,2025-2026,Torino FC,4,845,17.47,87.9
Italy_Serie_A,2025-2026,Torino FC,5,593,16.19,96.0
Italy_Serie_A,2025-2026,Torino FC,6,461,15.36,94.1
Italy_Serie_A,2025-2026,Torino FC,7,461,14.52,94.8
Italy_Serie_A,2025-2026,Torino FC,8,457,14.97,95.2
Italy_Serie_A,2025-2026,Torino FC,9,508,15.15,96.1
Italy_Serie_A,2025-2026,Torino FC,10,615,15.16,95.4
Italy_Serie_A,2025-2026,Torino FC,11,836,17.31,90.1
Italy_Serie_A,2025-2026,Torino FC,12,1076,18.62,84.4
Italy_Serie_A,2025-2026,Torino FC,13,969,19.04,80.0
Italy_Serie_A,2025-2026,Torino FC,14,908,20.52,68.3
Italy_Serie_A,2025-2026,Torino FC,15,1295,24.49,54.4
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,0,1447,20.21,62.6
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,1,1196,17.14,76.8
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,2,1420,16.18,84.2
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,3,1592,17.6,87.2
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,4,1214,17.03,91.3
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,5,840,14.96,95.4
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,6,672,15.12,96.4
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,7,520,14.17,95.2
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,8,536,13.54,95.1
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,9,657,14.65,95.1
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,10,884,14.49,94.8
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,11,1111,17.23,91.6
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,12,1542,17.93,88.5
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,13,1374,17.37,86.3
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,14,1201,17.33,75.4
Italy_Serie_A,2025-2026,Atalanta Bergamasca Calcio,15,1447,22.05,61.0
Italy_Serie_A,2025-2026,Udinese Calcio,0,1244,22.62,56.4
Italy_Serie_A,2025-2026,Udinese Calcio,1,930,17.66,69.8
Italy_Serie_A,2025-2026,Udinese Calcio,2,1040,16.49,84.3
Italy_Serie_A,2025-2026,Udinese Calcio,3,1007,17.57,89.1
Italy_Serie_A,2025-2026,Udinese Calcio,4,787,17.04,90.0
Italy_Serie_A,2025-2026,Udinese Calcio,5,576,15.53,96.7
Italy_Serie_A,2025-2026,Udinese Calcio,6,499,15.72,96.4
Italy_Serie_A,2025-2026,Udinese Calcio,7,429,14.96,96.5
Italy_Serie_A,2025-2026,Udinese Calcio,8,410,12.79,92.2
Italy_Serie_A,2025-2026,Udinese Calcio,9,491,15.4,97.4
Italy_Serie_A,2025-2026,Udinese Calcio,10,622,15.15,94.4
Italy_Serie_A,2025-2026,Udinese Calcio,11,735,17.51,88.8
Italy_Serie_A,2025-2026,Udinese Calcio,12,1002,17.87,85.4
Italy_Serie_A,2025-2026,Udinese Calcio,13,953,16.52,82.2
Italy_Serie_A,2025-2026,Udinese Calcio,14,841,18.71,66.9
Italy_Serie_A,2025-2026,Udinese Calcio,15,1288,24.37,52.9
Italy_Serie_A,2025-2026,FC Internazionale Milano,0,1494,18.81,65.9
Italy_Serie_A,2025-2026,FC Internazionale Milano,1,1266,17.13,78.8
Italy_Serie_A,2025-2026,FC Internazionale Milano,2,1659,17.12,87.7
Italy_Serie_A,2025-2026,FC Internazionale Milano,3,1821,17.4,91.2
Italy_Serie_A,2025-2026,FC Internazionale Milano,4,1433,15.94,92.6
Italy_Serie_A,2025-2026,FC Internazionale Milano,5,943,15.22,97.3
Italy_Serie_A,2025-2026,FC Internazionale Milano,6,744,14.95,97.2
Italy_Serie_A,2025-2026,FC Internazionale Milano,7,545,13.25,93.9
Italy_Serie_A,2025-2026,FC Internazionale Milano,8,670,12.93,95.4
Italy_Serie_A,2025-2026,FC Internazionale Milano,9,804,14.24,96.4
Italy_Serie_A,2025-2026,FC Internazionale Milano,10,1062,14.78,95.7
Italy_Serie_A,2025-2026,FC Internazionale Milano,11,1372,16.66,91.5
Italy_Serie_A,2025-2026,FC Internazionale Milano,12,1836,18.14,88.3
Italy_Serie_A,2025-2026,FC Internazionale Milano,13,1522,17.87,83.8
Italy_Serie_A,2025-2026,FC Internazionale Milano,14,1235,17.96,76.3
